RecordID,AircraftType,AirportName,AltitudeBin,MakeModel,NumberStruck,NumberStruckActual,Effect,FlightDate,Damage,Engines,Operator,OriginState,FlightPhase,ConditionsPrecipitation,RemainsCollected?,RemainsSentToSmithsonian,Remarks,WildlifeSize,ConditionsSky,WildlifeSpecies,PilotWarned,Cost,Altitude,PeopleInjured,IsAircraftLarge?
218338,Airplane,WASHINGTON DULLES INTL ARPT,"(-1, 0]",CL-RJ100/200,2 to 10,2,None,1/13/04 0:00,No damage,2,ATLANTIC COAST AIRLINES,DC,Landing Roll,None,True,False,3 CARCASSES FOUND ON RWY. IS BY WS BIOL. AIRLINE CALLED TO REPT NO DMG.,Small,Some Cloud,European starling,Y,0,0,0,No
226437,Airplane,ONTARIO INTL ARPT,"(-1, 0]",LEARJET-45,2 to 10,3,None,1/19/04 0:00,No damage,2,BOMBARDIER BUSINESS JET,California,Landing Roll,None,False,False,HIT SEVERAL OWLS ON LDG ROLL. NO DMG REPTD. (2ND REPT SHOWED 1 OWL),Small,Overcast,Barn owl,N,0,0,0,No
227649,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,"(50, 100]",A-319,2 to 10,10,None,1/19/04 0:00,No damage,2,US AIRWAYS*,North Carolina,Approach,None,False,False,# BIRDS REPTD AS 1 ON FIRST FORM AND 2-10 ON SECOND FORM.,Small,Some Cloud,Unknown bird - small,N,0,100,0,No
228177,Airplane,RICHMOND INTL,"(-1, 0]",EMB-145,2 to 10,9,Aborted Take-off,1/21/04 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Virginia,Take-off run,None,False,False,"BIRD REPTD AS DOVE, ASSUME MOURNING DOVE FROM LOCATION.",Small,No Cloud,Mourning dove,N,0,0,0,No
223951,Airplane,WASHINGTON DULLES INTL ARPT,"(100, 200]",BA-41 JETSTR,2 to 10,10,None,1/22/04 0:00,No damage,2,ATLANTIC COAST AIRLINES,DC,Approach,None,False,False,ATIS WARNING.,Small,Some Cloud,Unknown bird - small,Y,0,200,0,No
221959,Airplane,COLORADO SPRINGS MUNICIPAL,"(-1, 0]",B-737-800,2 to 10,8,None,1/26/04 0:00,No damage,2,DELTA AIR LINES,Colorado,Take-off run,None,False,False,"ENCOUNTERED SML FLOCK OF WHAT APPEARED TO BE FIELD LARKS (ABOUT 5). BEING PAST V1, WE ROTATED & MONITORED ENG INSTRUMENTS IN  CLIMBOUT. ALL NORMAL. INFORM COS TWR. POST FLT INSPN FOUND EVIDENCE OF 3 STRIKES. NO DMG. JUST SMEARS. 3 CARCASSES FOUND ON RWY.",Small,No Cloud,Horned lark,N,0,0,0,Yes
219279,Airplane,SALT LAKE CITY INTL,"(-1, 0]",GULFAERO IV,2 to 10,8,None,1/31/04 0:00,No damage,2,BUSINESS,Utah,Take-off run,None,False,False,,Small,Some Cloud,Horned lark,N,0,0,0,No
217237,Airplane,NASHVILLE INTL,"(50, 100]",PA-28,2 to 10,3,None,2/1/04 0:00,No damage,1,UNKNOWN,Tennessee,Approach,None,False,False,,Small,No Cloud,Unknown bird - small,Y,0,100,0,No
220278,Airplane,DENVER INTL AIRPORT,"(10, 30]",BE-1900,2 to 10,3,None,2/6/04 0:00,No damage,2,GREAT LAKES AIRLINES,Colorado,Approach,None,False,False,"ON SHORT FINAL SAW FLOCK OF ABOUT 15 SML BIRDS ON RWY. AS WE APPCHD, THE SOUND STARTLED THE BIRDS & THEY TOOK OFF, FLYING DIRECTLY INTO OUR FLT PATH. HIT 2 BIRDS TRYING TO FLEE. L WING MIDDLE & OUTBD. 1 HIT STALL WARNING INDICATOR. LANDED W/O INCIDENT.",Small,Some Cloud,Unknown bird - small,N,0,25,0,No
223547,Airplane,LOS ANGELES INTL,"(10, 30]",B-737-900,2 to 10,5,None,2/6/04 0:00,No damage,2,ALASKA AIRLINES,California,Approach,None,True,False,PILOTS REPTD ABOUT 150 BIRDS ON APCH END OF RWY 24R. OPS PICKED UP 2 CARCASSES. ID BY WS BIOL. HIT AFT EDGES OF L AND R TE FLAPS.,Small,No Cloud,Western meadowlark,Y,0,20,0,Yes
226651,Airplane,PURDUE UNIV ARPT,"(-1, 0]",BE-200 KING,2 to 10,10,Aborted Take-off,2/10/04 0:00,Caused damage,2,BUSINESS,Indiana,Take-off run,None,True,False,HIT 2 CANADA GEESE AND 1 RED-TAILED HAWK ON T/O. DMG L WING OTBD LE AND RT PITOT TUBE. PHOTOS.,Large,Some Cloud,Canada goose,N,"18,040",0,0,No
224370,Airplane,JOHN F KENNEDY INTL,"(-1, 0]",A-320,2 to 10,8,None,2/17/04 0:00,No damage,2,JETBLUE AIRWAYS,New York,Landing Roll,None,True,False,MX SAID ENG DID NOT APPEAR TO BE DAMAGED BUT IT WOULD HAVE TO BE BORESCOPED. ID BY WILDLF BIOL. 9 CARCASSES FOUND. NO DMG ACCORDING TO ENG MANU.,Small,No Cloud,Horned lark,Y,0,0,0,No
223543,Airplane,PORTLAND INTL (OR),"(-1, 0]",B-757-200,2 to 10,5,Engine Shut Down,2/17/04 0:00,Caused damage,2,UPS AIRLINES,Oregon,Take-off run,Rain,True,False,"HIT 5 MALLARDS AT ROTATION. SEVERE VIBRATIONS, LOUD SOUND AND HOT SMELL. CAPT PULLED L ENG THRUST BAC, DECLARED EMER. & SHUT DOWN L ENG. TWR REPTD NUMEROUS DEAD DUCKS ON DEPTR END OF RWY. A/C RETD WITH 1 ENG OUT. AT LEAST 1 BIRD WAS INGESTED AND PARTS OF",Medium,Overcast,Mallard,Y,"3,006,592",0,0,Yes
224078,Airplane,SAN DIEGO INTL,"(50, 100]",SAAB-340,2 to 10,10,None,2/19/04 0:00,No damage,2,AMERICAN EAGLE AIRLINES,California,Approach,None,False,False,"# BIRDS STRUCK NOT REPTD, ASSUM 2-10, SAME AS # SEEN. NO VIZ DMG.",Medium,No Cloud,Unknown bird - medium,N,0,100,0,No
219923,Airplane,DAYTONA BEACH INTL,"(-1, 0]",C-172,2 to 10,3,None,2/21/04 0:00,No damage,1,UNKNOWN,Florida,Landing Roll,None,True,False,"NO DMG. 3 BIRDS WERE STRUCK, 1 DEAD, 2 INJURED AND TAKEN FOR CARE.",Small,Some Cloud,Cattle egret,N,0,0,0,No
227032,Airplane,JACKSON EVERS INTL,"(600, 1000]",MD-88,2 to 10,10,None,2/24/04 0:00,No damage,2,DELTA AIR LINES,Mississippi,Approach,None,False,False,NO DMG,Small,Overcast,Unknown bird - small,N,0,700,0,No
221529,Airplane,LAKEFRONT AIRPORT,"(30, 50]",GULFAERO IV,2 to 10,6,None,2/24/04 0:00,No damage,2,NETJETS,Louisiana,Approach,Fog,False,False,NOTAM WARNING. FOG CONDITION HAD WORSENED SHORTLY BEFORE STRIKE. BIRD CONTROL IN PROGESS AT TIME.,Small,Overcast,Sanderling,Y,0,50,0,No
222882,Airplane,EASTERWOOD FIELD AIRPORT,"(10, 30]",EMB-120,2 to 10,8,None,2/27/04 0:00,No damage,2,SKYWEST AIRLINES,Texas,Approach,None,False,False,IN LDG FLARE A BUNCH OF SML BIRDS TOOK OFF AND WE HIT 3. NO DMG.,Small,No Cloud,Unknown bird - small,N,0,20,0,No
222559,Airplane,BISMARCK MUNICIPAL ARPT,"(30, 50]",DC-9-50,2 to 10,6,None,2/29/04 0:00,No damage,2,NORTHWEST AIRLINES,North Dakota,Approach,"Rain, Snow",False,False,MECH REPT NO DMG EVIDENT,Small,Overcast,Unknown bird - small,N,0,50,0,No
223780,Airplane,NEW ORLEANS INTL,"(400, 600]",EMB-145,2 to 10,4,None,3/2/04 0:00,Caused damage,2,CHAUTAUQUA AIRLINES,Louisiana,Approach,None,True,True,PILOT SAW 1 BIRD. POSSIBLE MULTIPLE STRIKE. FEATHERS/REMAINS REMOVED FROM ENG INTAKE. A/C OUT OF SERVICE FOR FERRY FLT TO HOME BASE FOR DETAILED ENG INSPN. SMITHSONIAN ID FAA 697. BORESCOPE REVEALED NO ENG DMG. BUT ENG INTAKE WAS REPLACED.,Large,Some Cloud,Bald eagle,Y,0,500,0,No
226478,Airplane,BALTIMORE WASH INTL,"(-1, 0]",BE-200 KING,2 to 10,7,Aborted Take-off,3/6/04 0:00,No damage,2,BUSINESS,Maryland,Take-off run,Rain,True,False,A/C ABORTED T/O & REPTD STRIKE. DID A RUN-UP IN SFS APRON. BACK TAXIED TO 33R & DEPTD. CARCASSED REMOVED FROM RWY & ID'D BY OPS MGR.,Medium,Overcast,Ring-billed gull,Y,0,0,0,No
224945,Airplane,SACRAMENTO INTL,"(400, 600]",B-737-300,2 to 10,10,None,3/6/04 0:00,Caused damage,2,SOUTHWEST AIRLINES,California,Approach,None,True,True,HIT SEVERAL LARGE BIRDS 2 MILES OUT. INGESTED SEVERAL IN RT ENG AT 500' ON FINAL APCH. CREW NOT AVAILABLE FOR COMMENT. RADOME WAS REPLACED DUE TO DMG.  ENG BORESCOPED.  NO DMG. ID BY SMITHSONIAN FAA 695.,Medium,Overcast,Northern pintail,Y,0,500,0,Yes
225455,Airplane,LAGUARDIA NY,"(100, 200]",CL-RJ100/200,2 to 10,9,None,3/7/04 0:00,Caused damage,2,COMAIR AIRLINES,New York,Approach,None,False,False,"CRACKED NOSE CONE, DMG TO FLAP AND POSSIBLE FUSELAGE DMG. 5-6 GULLS, POSSIBLY HERRING GULLS.",Medium,Overcast,Herring gull,N,0,200,0,No
222461,Airplane,DES MOINES INTL,"(2000, 3000]",CL-RJ700,2 to 10,2,None,3/8/04 0:00,No damage,2,COMAIR AIRLINES,Iowa,Approach,None,False,False,NO KNOWN OR VIZ  DGM. COMPANY TO DO DAYLIGHT INSPN NEXT DAY. RELAYED TO ATC BY CAPT,Medium,No Cloud,Unknown bird - medium,N,0,2500,0,No
229508,Airplane,WASHINGTON DULLES INTL ARPT,"(-1, 0]",B-757-200,2 to 10,10,Precautionary Landing,3/8/04 0:00,Caused damage,2,UNITED AIRLINES,DC,Take-off run,None,True,False,"HIT BIRDS ON T/O & L MAIN LDG GEAR INDICATOR WENT OUT. SEVERAL BIRDS THRU L ENG. ENG OPERATED OK. L MAIN GEAR ALSO HIT. GEAR UNSAFE LIGHT CAME ON. DID NOT RAISE GEAR. PREPPED CABIN FOR EVAC, DID FLY BY TWR AT 1000', ASKED FOR FIRE TRUCKS & LANDED UNEVENTF",Medium,Some Cloud,Ring-billed gull,Y,"42,092",0,0,Yes
226697,Airplane,TULSA INTL,"(3000, 5000]",BE-400 BJET,2 to 10,2,None,3/14/04 0:00,No damage,2,FLIGHT OPTIONS,Oklahoma,Descent,None,False,False,HIT 2 SML BIRDS ON NOSE & #1 ENG. DMG UNKN AT THIS TIME. NO DMG FOUND UPON BORESCOPE. COST WAS FOR INSPN.,Small,No Cloud,Unknown bird - small,N,"3,203",4000,0,No
227396,Airplane,JACKSON EVERS INTL,"(1000, 2000]",DC-9-30,2 to 10,6,None,3/17/04 0:00,No damage,2,ABX AIR,Mississippi,Approach,None,False,False,"ON FINAL, WITH GEAR EXTENDED, HAD A BIRDSTRIKE. SEEMED TO IMPACT RADOME. INSPN. NO DMG. BIRDS REPTD AS GEESE, ASSUME CANADA GEESE FROM LOCATION.",Large,Some Cloud,Canada goose,N,0,1600,0,No
228633,Airplane,SALT LAKE CITY INTL,"(1000, 2000]",B-767-300,2 to 10,3,None,3/26/04 0:00,No damage,2,DELTA AIR LINES,Utah,Approach,None,True,True,2 MILES FINAL. AT LEAST 7 CONFIRMED HITS. NO DMG. ID BY SMITHSONIAN FAA 702.  ID BASED ON SINGLE WING PRIMARY. DNA RESULTS CONFIRM DABBLING DUCK. BIRDS FIRST THOUGHT TO BE GULLS.  CO/P SAW BIRDS & HEARD IMPACT. STRIKE REPT TO TWR FOR FOLLOWING A/C. STRIKE,Medium,Some Cloud,Northern shoveler,Y,0,1600,0,Yes
227026,Airplane,JOHN WAYNE AIRPORT,"(5000, 18000]",B-737-700,2 to 10,9,None,3/29/04 0:00,No damage,2,SOUTHWEST AIRLINES,California,Descent,None,False,False,NO DMG. BLACK BIRD SIZE.,Medium,No Cloud,Unknown bird - medium,N,0,8000,0,Yes
223588,Airplane,MANAGUA INTL ARPT,"(2000, 3000]",B-757-200,2 to 10,4,None,3/30/04 0:00,Caused damage,2,AMERICAN AIRLINES,,Approach,None,False,False,"SML DENT IN FUSELAGE JUST BELOW CAPT'S WINDOW, IMMED ABOVE L ANGLE OF ATTACK VANE. NUMEROUS BIRDS IN VICINITY OF ARPT.",Medium,No Cloud,Unknown bird - medium,N,0,3000,0,Yes
229549,Airplane,HENDERSON FIELD,"(200, 400]",G-159,2 to 10,5,None,4/1/04 0:00,No damage,2,BUSINESS,Prince Edward Island,Approach,None,False,False,,Small,Some Cloud,Unknown bird - small,Y,0,300,0,No
220635,Airplane,LOS ANGELES INTL,"(-1, 0]",B-737-800,2 to 10,4,None,4/1/04 0:00,No damage,2,AIRTRAN AIRWAYS,California,Landing Roll,None,True,False,BIRDS WERE FOUND BTWN RWYS 25L/R NEAR TWY M.,Small,Overcast,Western meadowlark,N,0,0,0,Yes
228243,Airplane,ORLANDO INTL,"(-1, 0]",B-767-300,2 to 10,10,None,4/1/04 0:00,No damage,2,DELTA AIR LINES,Florida,Landing Roll,None,True,False,PILOT UNCERTAIN IF HE STRUCK BIRDS. 2 CARCASS REMOVED FROM RWY.,Large,No Cloud,Sandhill crane,Y,0,0,0,Yes
223615,Airplane,LOS ANGELES INTL,"(600, 1000]",B-737-800,2 to 10,5,None,4/2/04 0:00,No damage,2,AMERICAN AIRLINES,California,Climb,None,False,False,"PILOT REPTD STRIKE TO TWR. FLEW THRU A FLOCK OF BIRD, SUSPECT GULLS DURING INITIAL CLIMB. HIT 1 OR 2. NO MAJOR DMG. FLT CONTD TO ORD.  REMAINS NOT FOUND.",Medium,Some Cloud,Western gull,N,0,800,0,Yes
221280,Airplane,SOUTHWEST FLORIDA INTL ARPT,"(-1, 0]",B-737-300,2 to 10,4,Precautionary Landing,4/5/04 0:00,No damage,2,CONTINENTAL AIRLINES,Florida,Take-off run,None,True,False,PILOT REPTD SEEING BIRDS STANDING ON RWY AS THEY WERE IN A T/O RUN. HE REPTD VIBRATION IN RT ENG ON CLIMBOUT AND RETD TO ARPT AS PRECAUTION. 3 HR DELAY. 1 BIRD GLANCED OFF COWLING.,Small,Some Cloud,Laughing gull,Y,0,0,0,Yes
223254,Airplane,HENRY E ROHLSEN ARPT,"(-1, 0]",C-550,2 to 10,8,None,4/8/04 0:00,No damage,2,BUSINESS,Virgin Islands,Landing Roll,None,False,False,,Medium,Some Cloud,Unknown bird - medium,N,0,0,0,No
217828,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(-1, 0]",AVRO RJ 85,2 to 10,10,None,4/8/04 0:00,No damage,4,MESABA AIRLINES,Kentucky,Take-off run,None,False,False,PILOT REPTD STRIKE. NO CARCASSES RECOVERED,Medium,Some Cloud,Unknown bird - medium,Y,0,0,0,No
226241,Airplane,THEODORE FRANCIS GREEN STATE,"(2000, 3000]",B-737-400,2 to 10,9,None,4/10/04 0:00,No damage,2,US AIRWAYS*,Rhode Island,Approach,None,False,False,"# STRUCK NOT REPTD, ASSUME 2-10, SAME AS # SEEN.",Small,No Cloud,Unknown bird - small,N,0,3000,0,Yes
229015,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(0, 10]",B-737-300,2 to 10,10,None,4/14/04 0:00,No damage,2,SOUTHWEST AIRLINES,Alabama,Approach,None,False,False,SPARROWS? NO DMG.,Small,No Cloud,Unknown bird - small,N,0,10,0,Yes
223150,Airplane,IMPERIAL COUNTY ARPT,"(3000, 5000]",EMB-120,2 to 10,7,None,4/15/04 0:00,Caused damage,2,SKYWEST AIRLINES,California,Descent,None,False,False,MINOR DMG TO L NACELLE.,Small,No Cloud,Unknown bird - small,N,0,4500,0,No
225275,Airplane,DALLAS LOVE FIELD ARPT,"(600, 1000]",B-737-200,2 to 10,5,None,4/15/04 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Approach,None,False,False,NO DMG.,Small,No Cloud,Unknown bird - small,N,0,1000,0,Yes
222324,Airplane,SAN FRANCISCO INTL ARPT,"(-1, 0]",A-320,2 to 10,5,None,4/16/04 0:00,No damage,2,UNITED AIRLINES,California,Landing Roll,None,True,False,BIRD HIT WINDSCREEN. ALSO UPPER SURFACE LE SLATS ON RT WINGTIP. CLEANED.  ARPT OPS FOUND 5 BIRDS  ON RWY. MEMORIAL SVC CUT SHORT BY ARRIVAL TRAFFIC.,Small,Some Cloud,European starling,Y,0,0,0,No
221562,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,"(3000, 5000]",A-319,2 to 10,6,None,4/16/04 0:00,No damage,2,US AIRWAYS*,North Carolina,Climb,None,False,False,,Medium,No Cloud,Unknown bird - medium,N,0,5000,0,No
224088,Airplane,SAN FRANCISCO INTL ARPT,"(-1, 0]",B-757-200,2 to 10,10,None,4/20/04 0:00,No damage,2,UNITED AIRLINES,California,Landing Roll,None,True,False,"MULTIPLE BIRDSTRIKE AFTER LDG, NOTIFIED TWR OF LOCATION ON RWY. NO DMG. BLOOD ON COCKPIT WINDOW.",Small,Some Cloud,Killdeer,N,0,0,0,Yes
226543,Airplane,METRO OAKLAND INTL,"(100, 200]",C-172,2 to 10,9,None,4/22/04 0:00,Caused damage,1,BUSINESS,California,Approach,None,False,False,"ATIS WARNING. FEW DENTS ON WING. DUE TO HIGH WORKLOAD AT REPAIR SHOP, A/C WAS OUT OF SERVICE 2.5-3MONTHS. USUAL TIME FOR THIS REPAIR WOULD HAVE BEEN 65 HRS. LOST REVENUE NOT CALCUALTED.",Small,No Cloud,Rock pigeon,Y,"6,174",200,0,No
220225,Airplane,GREATER PITTSBURGH,"(-1, 0]",B-737-400,2 to 10,4,None,4/25/04 0:00,No damage,2,US AIRWAYS*,Pennsylvania,Landing Roll,Rain,False,False,FLT REPTD AS 1038 & 1638. BIRDS REPTD AS LRG & MED. NO DMG.,Small,Overcast,European starling,N,0,0,0,Yes
230144,Airplane,KLAMATH FALLS INTL,"(50, 100]",DHC8 DASH 8,2 to 10,5,None,5/5/04 0:00,No damage,2,HORIZON AIR,Oregon,Approach,None,True,True,NO DMG. APPEARS 2 BIRDS HIT. PARTS RECOVERED. ID BY SMITHSONIAN FAA 726. ADDITIONAL 3 CARCASSES FOUND ON PVMNT BUT DO NOT SHOW SIGNS OF IMPACT.,Small,Some Cloud,Red-winged blackbird,N,0,80,0,No
221789,Airplane,LOUISVILLE INTL ARPT,"(1000, 2000]",SHORTS 360,2 to 10,3,None,5/8/04 0:00,No damage,2,BUSINESS,Kentucky,Approach,None,False,False,NOTAM WARNING. NO NOTICEABLE DMG,Small,No Cloud,Unknown bird - small,Y,0,1500,0,No
231309,Airplane,NORFOLK INTL,"(100, 200]",B-757-200,2 to 10,4,None,5/9/04 0:00,No damage,2,DELTA AIR LINES,Virginia,Climb,None,False,False,SOME BLOOD ON ENG COWL AND WING EDGE. NO DMG SEEN ON INITIAL INSPN.,Small,No Cloud,Unknown bird - small,N,0,200,0,Yes
224639,Airplane,GULFPORT BILOXI REGIONAL,"(30, 50]",B-737-500,2 to 10,10,None,5/13/04 0:00,No damage,2,CONTINENTAL AIRLINES,Mississippi,Climb,None,False,False,,Small,No Cloud,European starling,N,0,50,0,Yes
225622,Airplane,GROTON-NEW LONDON AR,"(-1, 0]",EMB-135,2 to 10,5,None,5/13/04 0:00,No damage,2,BUSINESS,Connecticut,Landing Roll,None,False,False,BIRD HIT FUSELAGE. TAIL. NO DMG. ON INSPN BY PILOTS.,Medium,No Cloud,Herring gull,N,0,0,0,No
223728,Airplane,NAPA COUNTY ARPT,"(50, 100]",GULFAERO IV,2 to 10,3,None,5/17/04 0:00,No damage,2,BUSINESS,California,Climb,None,True,False,BIRD WARNING IN ARPT DIRECTORY.,Small,Some Cloud,Purple martin,Y,0,100,0,No
224386,Airplane,LAGUARDIA NY,"(200, 400]",B-737-300,2 to 10,4,None,5/19/04 0:00,No damage,2,DELTA AIR LINES,New York,Climb,Rain,True,False,2 GEESE CARCASSES FOUND INTACT. FLT LANDED SAFETY. PILOT REPTD NO DMG.,Large,Some Cloud,Canada goose,Y,0,300,0,Yes
229116,Airplane,FAIRBANKS INTL ARPT,"(0, 10]",B-737-400,2 to 10,7,None,5/21/04 0:00,No damage,2,ALASKA AIRLINES,Alaska,Approach,None,True,False,NO DMG. CLEANED A/C. BIRDS IN MED SIZE FLOCKS RESISTANT TO HAZING METHODS. HIT 5 SECS BEFORE T/D. L1 WINDOW.,Small,Some Cloud,Least sandpiper,Y,0,10,0,Yes
221678,Airplane,EUGENIO MARIA DE HOSTOS ARPT,"(0, 10]",ATR-72,2 to 10,2,None,5/22/04 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Puerto Rico,Climb,None,False,False,,Small,Overcast,Unknown bird - small,Y,0,10,0,No
228731,Airplane,LINCOLN MUNICIPAL,"(100, 200]",CL-RJ100/200,2 to 10,10,None,5/23/04 0:00,No damage,2,AIR WISCONSIN AIRLINES,Nebraska,Climb,None,False,False,"NOTAM WARNING. PART STRUCK NOT REPTD, UNKN IF DMG.",Small,Overcast,Unknown bird - small,Y,0,200,0,No
224966,Airplane,MISSOULA INTL ARPT,"(-1, 0]",CL-RJ100/200,2 to 10,9,Aborted Take-off,5/23/04 0:00,No damage,2,SKYWEST AIRLINES,Montana,Take-off run,Rain,False,False,"PILOT REPTD BIRDSTRIKE JUST PRIOR TO ROTATION. NO DMG. PILOT DID NOT SEE BIRDS. (RAINING, WET WINDSHIELD) 6 GULLS FOUND.",Medium,Overcast,California gull,N,0,0,0,No
223803,Airplane,DUBUQUE REGIONAL ARPT,"(0, 10]",C-172,2 to 10,3,None,5/25/04 0:00,No damage,1,BUSINESS,Iowa,Climb,None,False,False,TWR REPTD CARCASSES TO OPS. 2 PIGEONS RECOVERED. 1 DECAPITATED WITH A WING MISSING AND OTHER FULLY INTACT. PHOTOS OF BIRD TAKEN. TRACED STRIKE TO C-172 AND TOOK PICTURES OF FEATHERS AND BLOOD ON PROP AND RT WING.,Small,No Cloud,Rock pigeon,N,0,5,0,No
226970,Airplane,SAND POINT ARPT,"(-1, 0]",BE-1900,2 to 10,10,None,5/25/04 0:00,No damage,2,ALASKA CENTRAL EXPRESS,Alaska,Landing Roll,None,False,False,2 BIRDS HIT JUST ABOVE WINDSHLD. NO DMG.,Small,Overcast,Unknown bird - small,N,0,0,0,No
225156,Airplane,DALLAS LOVE FIELD ARPT,"(-1, 0]",B-767-200,2 to 10,3,None,5/25/04 0:00,No damage,2,ABX AIR,Texas,Landing Roll,None,False,False,NO DMG.,Small,Overcast,Rock pigeon,N,0,0,0,Yes
228104,Airplane,TOLEDO EXPRESS ARPT,"(-1, 0]",SAAB-340,2 to 10,9,None,5/25/04 0:00,No damage,2,PINNACLE,Ohio,Landing Roll,None,True,False,A/C WAS HELD AT AIRPORT UNTIL MX INSPN. PHOTO OF WILDLIFE ON FILE WITH PORT AUTHORITY POLICE.,Small,Overcast,Tree swallow,N,0,0,0,No
222795,Airplane,CLEVELAND-HOPKINS INTL ARPT,"(-1, 0]",EMB-145,2 to 10,2,Aborted Take-off,5/26/04 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Take-off run,None,True,False,A/C WAS INSPECTED THEN DEPARTED. REMAINS OF BIRD AND RODENT FOUND ON RWY SWEEP ABOUT 2800' FROM RWY THRESHOLD.,Medium,Some Cloud,Ring-billed gull,Y,0,0,0,No
222536,Airplane,LEWISTON-NEZ PERCE CO ARPT,"(0, 10]",DHC8 DASH 8,2 to 10,3,None,5/26/04 0:00,No damage,2,HORIZON AIR,Idaho,Approach,None,False,False,SWALLOWS OR SIMILAR SML BIRDS. SEVERAL BIRDS FLEW OVER RWY FROM GRASS ADJACENT RO RWY AS WE FLARED FOR LANIDNG. NO IMPACT FELT OR HEARD. FOUND STRIKES ON POST FLT. TWR REPTD CARCASS FOUND ON RWY.,Small,Some Cloud,Unknown bird - small,N,0,5,0,No
225967,Airplane,METRO OAKLAND INTL,"(-1, 0]",A-320,2 to 10,9,Precautionary Landing,5/29/04 0:00,Caused damage,2,JETBLUE AIRWAYS,California,Take-off run,None,True,False,HIT AT LEAST 5 GEESE DEPARTING RWY 29. RETURNED W/O FURTHER INCIDENT. RWY CLOSED ABOUT 20 MINUTES. UNSPECIFIED DMG TO ENG. SOME BLADES WERE DAMAGED. NOTAM WARNING,Large,No Cloud,Canada goose,Y,0,0,0,No
227450,Airplane,MINNEAPOLIS-ST PAUL INTL,"(100, 200]",A-320,2 to 10,10,None,6/6/04 0:00,No damage,2,NORTHWEST AIRLINES,Minnesota,Climb,Fog,False,False,A/C REPTD 2 BIRDSTRIKES JUST ABOVE COCKPIT WINDOW. FLT CONTD. NO DMG.,Small,No Cloud,Unknown bird - small,N,0,200,0,No
224380,Airplane,LOGAN INTL,"(5000, 18000]",B-737-300,2 to 10,6,None,6/7/04 0:00,No damage,2,DELTA AIR LINES,Massachusetts,Climb,None,False,False,,Large,No Cloud,Unknown bird - large,N,0,5700,0,Yes
228318,Airplane,HILO INTL ARPT,"(-1, 0]",B-737-200,2 to 10,4,None,6/8/04 0:00,No damage,2,ALOHA AIRLINES,Hawaii,Take-off run,None,True,False,8 CARCASSES FOUND. PILOT SAW A FLOCK OF BIRDS PASS IN FRONT OF A/C. AND SUSPECTED A STRIKE. ID BY WS BIOL.,Small,Some Cloud,Nutmeg mannikin,N,0,0,0,Yes
227977,Airplane,PORTLAND INTL (OR),"(-1, 0]",B-737-700,2 to 10,10,Precautionary Landing,6/9/04 0:00,No damage,2,ALASKA AIRLINES,Oregon,Take-off run,None,False,False,"AIR TURN BACK. HIT UNDER RADOME, INBD LLIP OF #1 ENG. NO DMG NOTICED",Small,Overcast,Unknown bird - small,Y,0,0,0,Yes
228459,Airplane,LEWISTON-NEZ PERCE CO ARPT,"(50, 100]",PA-32,2 to 10,3,None,6/11/04 0:00,No damage,1,BUSINESS,Idaho,Climb,None,False,False,2 BIRDS HIT WINDSHLD. NO VIZ DMG.,Small,Some Cloud,European starling,N,0,100,0,No
227722,Airplane,MIDLAND INTL,"(-1, 0]",B-737-300,2 to 10,3,None,6/11/04 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Landing Roll,None,False,False,DOVE-LIKE BIRD. NO DMG,Small,No Cloud,Unknown bird - small,N,0,0,0,Yes
221400,Airplane,METRO OAKLAND INTL,"(-1, 0]",B-737-300,2 to 10,2,Aborted Take-off,6/13/04 0:00,No damage,2,SOUTHWEST AIRLINES,California,Take-off run,None,True,False,3 ROCK DOVES. ID BY WS BIOL.,Small,No Cloud,Rock pigeon,N,0,0,0,Yes
221608,Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",MD-80,2 to 10,2,None,6/14/04 0:00,No damage,2,AMERICAN AIRLINES,Texas,Take-off run,None,False,False,,Small,No Cloud,Rock pigeon,Y,0,0,0,No
226449,Airplane,THEODORE FRANCIS GREEN STATE,"(100, 200]",B-737-500,2 to 10,8,None,6/17/04 0:00,No damage,2,CONTINENTAL AIRLINES,Rhode Island,Climb,Rain,False,False,5 STARLINGS & 1 AMERICAN KESTREL STRUCK. NO DMG REPTD,Small,Overcast,European starling,N,0,125,0,Yes
228901,Airplane,ABRAHAM LINCOLN CAPITAL ARPT,"(-1, 0]",SAAB-340,2 to 10,5,None,6/18/04 0:00,No damage,2,CHICAGO EXPRESS,Illinois,Take-off run,None,False,False,HIT MOURNING DOVE AND AMERICAN KESTREL.,Small,Some Cloud,American kestrel,N,0,0,0,No
