RecordID,AircraftType,AirportName,AltitudeBin,MakeModel,NumberStruck,NumberStruckActual,Effect,FlightDate,Damage,Engines,Operator,OriginState,FlightPhase,ConditionsPrecipitation,RemainsCollected?,RemainsSentToSmithsonian,Remarks,WildlifeSize,ConditionsSky,WildlifeSpecies,PilotWarned,Cost,Altitude,PeopleInjured,IsAircraftLarge?
227959,Airplane,EPPLEY AIRFIELD,"(1000, 2000]",A-319,1,1,None,7/15/05 0:00,No damage,2,FRONTIER AIRLINES,Nebraska,Approach,None,False,False,,Medium,No Cloud,Unknown bird - medium,N,0,1500,0,No
232044,Airplane,DENVER INTL AIRPORT,"(50, 100]",A-319,1,1,None,7/16/05 0:00,No damage,2,FRONTIER AIRLINES,Colorado,Approach,None,False,False,NO DMG,Small,No Cloud,Unknown bird - small,N,0,75,0,No
236227,Airplane,BUFFALO-NIAGARA INTL,"(-1, 0]",MD-88,1,1,None,7/16/05 0:00,No damage,2,DELTA AIR LINES,New York,Take-off run,None,False,False,"SML FLOCK OF BIRDS CROSSED RWY DURING T/O ROLL FROM RT TO LEFT AS A/C ACCELERATED THRU 100-110 KTS. HEARD 1 BOUNCE OFF RADOME. ENGS & A/C APPREARED NORMAL, SO CONTD T/O. MX FOUND NO DMG. (REPTS DIFFER ON ALT [() VS 100] & # STRUCK [1 VS 2-10])",Small,No Cloud,Unknown bird - small,N,0,0,0,No
237012,Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",EMB-145,1,1,None,7/16/05 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,None,False,False,CO/P INSPCTD AREA STRUCK. NO DMG.,Small,Overcast,Rock pigeon,Y,0,0,0,No
232390,Airplane,WESTCHESTER COUNTY ARPT,"(30, 50]",SAAB-340,1,1,None,7/16/05 0:00,No damage,2,SHUTTLE AMERICA,New York,Approach,Fog,True,False,BIRDSTRIKE DURING LDG BELOW 50' AGL. PILOTS UNAWARE OF STRIKE. FOUND BIRD DURING SURFACE INSPN AFTER A/C LANDED. FOUND BLOOD ON PROP. NO DMG.,Small,Overcast,Killdeer,Y,0,40,0,No
232136,Airplane,MUSKEGON COUNTY ARPT,"(0, 10]",PA-28,1,1,None,7/16/05 0:00,Caused damage,1,BUSINESS,Michigan,Approach,None,False,False,"10-12"" LONG CREASE ON RT WING NEAR TIP. BIRDS REPTD AS SML TO MED.",Small,Overcast,Killdeer,N,0,10,0,No
232059,Airplane,WICHITA MID-CONTINENT ARPT,"(100, 200]",BA-146-200,1,1,None,7/16/05 0:00,No damage,4,AIR WISCONSIN AIRLINES,Kansas,Climb,None,False,False,HAZY,Medium,No Cloud,Unknown bird - medium,N,0,200,0,No
235131,Airplane,TRI-CITIES REGIONAL TN/VA ARPT,"(-1, 0]",CL-RJ100/200,1,1,None,7/16/05 0:00,No damage,2,COMAIR AIRLINES,Tennessee,Landing Roll,Fog,False,False,NO DMG. NO REMAINS FOUND ON RWY,Small,Overcast,Unknown bird - small,N,0,0,0,No
231293,Airplane,GALLATIN FIELD ARPT,"(30, 50]",CL-RJ100/200,1,1,None,7/16/05 0:00,No damage,2,SKYWEST AIRLINES,Montana,Approach,None,False,False,SIZE OF SPARROW. NO DMG.,Small,Some Cloud,Unknown bird - small,N,0,50,0,No
232058,Airplane,LINCOLN MUNICIPAL,"(-1, 0]",CL-RJ100/200,1,1,None,7/16/05 0:00,No damage,2,AIR WISCONSIN AIRLINES,Nebraska,Take-off run,None,False,False,,Small,Some Cloud,Unknown bird - small,Y,0,0,0,No
236905,Airplane,QUAD CITY ARPT,"(50, 100]",CL-RJ100/200,1,1,None,7/16/05 0:00,No damage,2,COMAIR AIRLINES,Illinois,Approach,None,False,False,WARNING IN ARPT FACILITY DIRECTORY ONLY. NO DMG REPTD.,Small,Some Cloud,Mourning dove,Y,0,100,0,No
233792,Airplane,PALM BEACH COUNTY PARK ARPT,"(0, 10]",C-172,1,1,None,7/17/05 0:00,No damage,1,BUSINESS,Florida,Approach,None,False,False,,Small,Some Cloud,Unknown bird - small,N,0,10,0,No
239569,Airplane,ATLANTA INTL,"(50, 100]",B-717-200,1,1,None,7/17/05 0:00,No damage,2,AIRTRAN AIRWAYS,Georgia,Approach,None,False,False,,Small,Some Cloud,Unknown bird - small,N,0,70,0,No
232367,Airplane,SANTA BARBARA MUNICIPAL,"(100, 200]",SAAB-340,1,1,None,7/17/05 0:00,No damage,2,AMERICAN EAGLE AIRLINES,California,Approach,None,False,False,NO DMG,Medium,No Cloud,Unknown bird - medium,Y,0,200,0,No
236271,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(-1, 0]",B-737-200,1,1,Precautionary Landing,7/17/05 0:00,No damage,2,DELTA AIR LINES,Kentucky,Take-off run,Rain,False,False,BIRD CAME FROM L SIDE OF RWY AND WAS INGESTED. ALL ENG INDICATIONS NORMAL.,Medium,Overcast,Unknown bird - medium,N,0,0,0,Yes
234878,Airplane,LAKEFRONT AIRPORT,"(-1, 0]",C-550,1,1,None,7/17/05 0:00,No damage,2,BUSINESS,Louisiana,Landing Roll,None,True,True,"NO DMG. ID BY SMITHSONIAN, FAA 1145",Small,No Cloud,Killdeer,Y,0,0,0,No
234879,Airplane,DETROIT METRO WAYNE COUNTY ARPT,"(0, 10]",A-318,1,1,None,7/17/05 0:00,No damage,2,FRONTIER AIRLINES,Michigan,Climb,None,False,False,NO DMG.,Small,Overcast,Unknown bird - small,N,0,10,0,No
233710,Airplane,AKRON-CANTON MUNICIPAL,"(10, 30]",CL-RJ100/200,1,1,None,7/17/05 0:00,No damage,2,SKYWEST AIRLINES,Ohio,Approach,None,False,False,NO DMG.,Small,Some Cloud,Unknown bird - small,N,0,30,0,No
231184,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,"(-1, 0]",B-737-300,1,1,None,7/18/05 0:00,No damage,2,US AIRWAYS*,North Carolina,Landing Roll,None,False,False,,Small,Some Cloud,Unknown bird - small,Y,0,0,0,Yes
232262,Airplane,LAKE HOOD (SPB),"(100, 200]",C-206 STATIO,1,1,None,7/18/05 0:00,No damage,1,PRIVATELY OWNED,Alaska,Climb,None,False,False,MAGPIE OR RAVEN. PILOT INFORMED TWR OF STRIKE UNABLE TO FIND REMAINS OR CONFIRM STRIKE.,Medium,Some Cloud,Unknown bird - medium,N,0,200,0,No
231589,Airplane,VENANGO REGIONAL,"(0, 10]",BE-1900,1,1,None,7/18/05 0:00,No damage,2,AIR MIDWEST,Pennsylvania,Approach,None,False,False,RT ENG OIL COOLER INTAKE LIP,Small,No Cloud,Killdeer,N,0,5,0,No
233644,Airplane,EPPLEY AIRFIELD,"(-1, 0]",A-319,1,1,None,7/18/05 0:00,No damage,2,NORTHWEST AIRLINES,Nebraska,Landing Roll,None,False,False,PILOT ADVISED HE DID NOT THINK THERE WAS ANY DAMAGE.,Small,No Cloud,Eastern kingbird,N,0,0,0,No
231613,Airplane,BALTIMORE WASH INTL,"(0, 10]",B-737-700,1,1,None,7/18/05 0:00,No damage,2,SOUTHWEST AIRLINES,Maryland,Approach,None,False,False,,Small,Some Cloud,Unknown bird - small,N,0,10,0,Yes
232027,Airplane,LOUISVILLE INTL ARPT,"(30, 50]",AVRO RJ 85,1,1,None,7/18/05 0:00,No damage,4,MESABA AIRLINES,Kentucky,Approach,None,False,False,"SPECIES NOT REPTD, WS BIOL BELIEVED IT WAS PROBABLY A STARLING",Small,Some Cloud,European starling,N,0,50,0,No
235142,Airplane,ONTARIO INTL ARPT,"(100, 200]",B-767-200,1,1,None,7/18/05 0:00,No damage,2,ABX AIR,California,Climb,None,True,False,ARPT OPS CONTACTED BY ONT ATCT FOR REMOVAL OF CARCASS. NO CONTACT WITH FLT CREW.,Medium,Some Cloud,Red-tailed hawk,N,0,150,0,Yes
238580,Airplane,CHICAGO MIDWAY INTL ARPT,"(-1, 0]",B-737-700,1,1,None,7/18/05 0:00,No damage,2,SOUTHWEST AIRLINES,Illinois,Landing Roll,None,True,False,BIRD GLANCED OFF RT FUSELAGE. NO DMG. FOUND INTACT ON RWY. ID BY WS BIOL.,Small,Some Cloud,American kestrel,N,0,0,0,Yes
235377,Airplane,KANSAS CITY INTL,"(-1, 0]",B-717-200,1,1,None,7/18/05 0:00,No damage,2,MIDWEST AIRLINES,Missouri,Landing Roll,None,True,True,"ID BY SMITHSONIAN, FAA 1146",Small,Some Cloud,American kestrel,N,0,0,0,No
229121,Airplane,GREATER PITTSBURGH,"(-1, 0]",EMB-145,1,1,None,7/19/05 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Pennsylvania,Take-off run,None,False,False,,Small,Overcast,Unknown bird - small,N,0,0,0,No
235472,Airplane,LOUISVILLE INTL ARPT,"(1000, 2000]",EMB-145,1,1,None,7/19/05 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Kentucky,Approach,None,False,False,3 MILE FINAL,Large,Some Cloud,Unknown bird - large,N,0,2000,0,No
237271,Airplane,SACRAMENTO INTL,"(0, 10]",CL-RJ100/200,1,1,None,7/19/05 0:00,No damage,2,SKYWEST AIRLINES,California,Approach,None,False,False,PILOT REPTD HIT BIRD IN THE FLARE. #1 PITOT TUBE.,Medium,No Cloud,Great egret,Y,0,10,0,No
231818,Airplane,WASHINGTON DULLES INTL ARPT,"(-1, 0]",CL-RJ100/200,1,1,Aborted Take-off,7/19/05 0:00,No damage,2,INDEPENDENCE AIR,DC,Take-off run,None,False,False,,Small,No Cloud,Unknown bird - small,Y,0,0,0,No
229649,Airplane,TETERBORO AIRPORT,"(-1, 0]",LEARJET-35,1,1,None,7/19/05 0:00,No damage,2,AIRNET EXPRESS,New Jersey,Landing Roll,None,True,False,APPROACH CHECKED AS PHASE BUT COMMENTS SAID TOUCHDOWN.,Small,No Cloud,American kestrel,N,0,0,0,No
230180,Airplane,DAVID WAYNE HOOKS MEMORIAL ARPT,"(10, 30]",C-195,1,1,Precautionary Landing,7/19/05 0:00,Caused damage,1,PRIVATELY OWNED,Texas,Approach,None,False,False,SML DENT ON RT WINGTIP LEADING EDGE. ENG = JACOBS R755A (NO ICAO CODE),Small,Some Cloud,Unknown bird - small,N,0,25,0,No
235473,Airplane,FRIEDMAN MEMORIAL,"(30, 50]",BE-400 BJET,1,1,None,7/19/05 0:00,No damage,2,FLIGHT OPTIONS,Idaho,Approach,None,False,False,HIT NOSE WHEEL,Small,No Cloud,Unknown bird - small,N,0,40,0,No
232957,Airplane,ROCHESTER INTL,"(30, 50]",EMB-145,1,1,None,7/19/05 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Minnesota,Climb,None,False,False,,Small,No Cloud,Unknown bird - small,N,0,50,0,No
232574,Airplane,BURKE LAKEFRONT,"(-1, 0]",MU2,1,1,None,7/19/05 0:00,No damage,2,BUSINESS,Ohio,Landing Roll,None,False,False,OPS REMOVED CARCASS FROM RWY. NO A/C DMG.,Small,Some Cloud,Barn swallow,Y,0,0,0,No
229345,Airplane,DALLAS/FORT WORTH INTL ARPT,"(5000, 18000]",MD-83,1,1,None,7/19/05 0:00,No damage,2,AMERICAN AIRLINES,Texas,Descent,None,False,False,NO DMG. SML BIRD SIMILAR TO STARLING,Small,No Cloud,Unknown bird - small,N,0,5400,0,No
235997,Airplane,LEHIGH VALLEY INTL,"(-1, 0]",BE-1900,1,1,None,7/20/05 0:00,No damage,2,COMMUTAIR,Pennsylvania,Landing Roll,None,False,False,,Small,No Cloud,Unknown bird - small,N,0,0,0,No
232584,Airplane,LONG BEACH-DAUGH FLD,"(100, 200]",MD-82,1,1,None,7/20/05 0:00,No damage,2,AMERICAN AIRLINES,California,Approach,None,False,False,HIT L CLEARVIEW WINDOW. NO DMG. TIME REPTD AS 1354 ON AWP REPT,Small,Some Cloud,Unknown bird - small,N,0,200,0,No
231793,Airplane,CHICAGO MIDWAY INTL ARPT,"(-1, 0]",B-737-800,1,1,Aborted Take-off,7/20/05 0:00,No damage,2,ATA AIRLINES,Illinois,Take-off run,None,False,False,A/C RETD TO GATE FOR INSPN. DELAY 30 MINS. (DATA ENTRY NOTE: BIRD ID & SIZE AS REPTD BY CAPT),Medium,No Cloud,Ring-billed gull,Y,0,0,0,Yes
233498,Airplane,PURDUE UNIV ARPT,"(5000, 18000]",BE-300 KING,1,1,None,7/20/05 0:00,No damage,2,BUSINESS,Indiana,Descent,None,False,False,NO DMG. BIRD GLANCED OFF THE TOP OF THE RADOME AND LEFT SML BLOOD SPLATTERS ON RADOME AND WINDSHLD. A/C = BE 350,Small,No Cloud,Unknown bird - small,N,0,10000,0,No
234820,Airplane,SOUTHWEST WASHINGTON REGIONAL ARPT,"(30, 50]",PA-12,1,1,None,7/21/05 0:00,No damage,1,PRIVATELY OWNED,Washington,Approach,None,False,False,"BIRDS NESTING ON RWY. TOOK OFF AS I APPROACHED. MOST WENT LEFT, SOME CLIMBED AND WENT RIGHT. ONE HIT A GLANCING BLOW WITH TOP OF ITS RT WING. AFD WARNS OF BIRDS. ""NMRS FLOCKS OF BIRDS ON & INVOF ARPT.""",Small,No Cloud,Unknown bird - small,Y,0,50,0,No
236453,Airplane,CLEVELAND-HOPKINS INTL ARPT,"(-1, 0]",DC-9,1,1,None,7/21/05 0:00,No damage,2,NORTHWEST AIRLINES,Ohio,Landing Roll,None,True,False,BIRD WAS REPTD AS BEING COLLECTED BUT NOT ID WAS PROVIDED. UNTIL 11/22/05,Small,Some Cloud,Killdeer,N,0,0,0,No
234056,Airplane,RIVERSIDE MUNICIPAL ARPT,"(-1, 0]",C-152,1,1,Aborted Take-off,7/21/05 0:00,No damage,1,BUSINESS,California,Take-off run,None,False,False,HIT RT WING. ABORTED T/O TO CHECK FOR DMG. NONE FOUND.,Small,No Cloud,Mourning dove,N,0,0,0,No
238209,Airplane,AUSTIN-BERGSTROM INTL,"(-1, 0]",B-737-300,1,1,None,7/21/05 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Take-off run,None,False,False,AT ROTATION.,Small,No Cloud,Unknown bird - small,N,0,0,0,Yes
234483,Airplane,READING REGIONAL,"(-1, 0]",LEARJET-35,1,1,None,7/21/05 0:00,No damage,2,BUSINESS,Pennsylvania,Landing Roll,None,False,False,,Small,Some Cloud,Unknown bird - small,N,0,0,0,No
233980,Airplane,KANSAS CITY INTL,"(200, 400]",B-717-200,1,1,None,7/22/05 0:00,No damage,2,AIRTRAN AIRWAYS,Missouri,Climb,None,False,False,BIRD FOLDED WINGS AND DOVE. HIT F/O WINDSHLD. 3 OTHERS SEEN.,Large,No Cloud,Turkey vulture,N,0,400,0,No
232391,Airplane,KANSAS CITY INTL,"(-1, 0]",B-737-300,1,1,None,7/22/05 0:00,No damage,2,SOUTHWEST AIRLINES,Missouri,Take-off run,None,False,False,NO DMG. TRACON ALSO TOOK A BIRDSTRIKE REPT,Small,No Cloud,Unknown bird - small,N,0,0,0,Yes
235736,Airplane,LEBANON MUNICIPAL ARPT,"(0, 10]",C-172,1,1,None,7/22/05 0:00,No damage,1,BUSINESS,New Hampshire,Approach,None,True,False,HIT  1 OF A DOZEN BIRDS. ALT REPTD AS LESS THAN 10 FEET. ASSUME 5. SAW SMALL FLOCK OF BIRDS FLY ACROSS RWY AND HEARD A THUMP ON L MAIN LDG GEAR BEFORE T/D. REPTD STRIKE TO TWR. CARCASS FOUND AND PHOTOGRAPHED. ID BY PHOTO.,Small,No Cloud,Northern rough-winged swallow,N,0,5,0,No
234883,Airplane,PORTLAND INTL (OR),"(-1, 0]",A-300,1,1,None,7/22/05 0:00,No damage,2,EXPRESS NET AIRLINES,Oregon,Landing Roll,None,True,False,NO DMG REPTD.,Small,Overcast,American kestrel,Y,0,0,0,No
229106,Airplane,AUSTIN-BERGSTROM INTL,"(5000, 18000]",MD-82,1,1,None,7/22/05 0:00,No damage,2,AMERICAN AIRLINES,Texas,Descent,None,False,False,NO OTHER MALFUNCTIONS NOTED,Small,No Cloud,Unknown bird - small,N,0,6000,0,No
227854,Airplane,ABRAHAM LINCOLN CAPITAL ARPT,"(-1, 0]",PITTS,1,1,None,7/23/05 0:00,No damage,1,PRIVATELY OWNED,Illinois,Take-off run,None,False,False,PILOT REPTD HITTING A DOVE WHILE DOING PATTERN WORK. NO REMAINS FOUND.,Small,No Cloud,Mourning dove,N,0,0,0,No
227606,Airplane,PENSACOLA REGIONAL,"(50, 100]",EMB-135,1,1,None,7/23/05 0:00,No damage,2,CHAUTAUQUA AIRLINES,Florida,Approach,None,False,False,PILOT REPTD  NO DMG,Small,Some Cloud,Unknown bird - small,N,0,100,0,No
232973,Airplane,AIRBORNE AIRPARK,"(600, 1000]",B-767-200,1,1,None,7/23/05 0:00,No damage,2,ABX AIR,Ohio,Approach,None,False,False,NO EVIDENCE FOUND.,Medium,No Cloud,Unknown bird - medium,N,0,1000,0,Yes
230961,Airplane,PORT COLUMBUS INTL,"(-1, 0]",A-320,1,1,None,7/23/05 0:00,No damage,2,USA 3000,Ohio,Take-off run,None,True,False,AFD WARNING. TWR REPTD A/C HIT BIRD ON DEPTR. RECOVERED BIRD INTACT ON RWY CENTERLINE.,Medium,Some Cloud,Red-tailed hawk,Y,0,0,0,No
232636,Airplane,TED STEVENS ANCHORAGE INTL,"(50, 100]",MD-11,1,1,None,7/24/05 0:00,No damage,3,FEDEX EXPRESS,Alaska,Approach,None,False,False,INSPN. EVIDENCE FOUND ON #1 ENG COWLING & L INBD LEADING EDGE. NO DMG. PILOT REPTD STRIKING A WHITE BIRD NEAR THRESHOLD OF RY 14. NO CACASS FOUND.,Large,Some Cloud,Unknown bird - large,N,0,100,0,No
233845,Airplane,DALLAS LOVE FIELD ARPT,"(-1, 0]",B-737-300,1,1,None,7/24/05 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Take-off run,None,False,False,"BIRD REPTD AS ""CRACKLE TYPE"".  HIT CAPT'S FWD WINDSHLD.",Medium,Some Cloud,Unknown bird - medium,N,0,0,0,Yes
235236,Airplane,LOUISVILLE INTL ARPT,"(-1, 0]",B-737-700,1,1,None,7/25/05 0:00,No damage,2,SOUTHWEST AIRLINES,Kentucky,Take-off run,None,False,False,SEVERAL BIRDS CROSSED RWY ON T/O ROLL. WE HIT 1 ON LWR RT RADOME. MX INSPN FOUND NO DMG. NO REMAINS.,Small,Some Cloud,Unknown bird - small,N,0,0,0,Yes
235486,Airplane,INDIANAPOLIS INTL,"(0, 10]",B-737-700,1,1,None,7/25/05 0:00,No damage,2,SOUTHWEST AIRLINES,Indiana,Climb,None,False,False,HIT LWR RT RADOME. NO DMG.,Small,Some Cloud,Unknown bird - small,Y,0,10,0,Yes
233247,Airplane,WASHINGTON DULLES INTL ARPT,"(200, 400]",EMB-145,1,1,None,7/25/05 0:00,Caused damage,2,CHAUTAUQUA AIRLINES,DC,Approach,None,False,False,ATIS WARNING. DMG TO WINGTIP. LIGHT ASSEMBLY.,Large,No Cloud,Turkey vulture,Y,"4,686",300,0,No
236039,Airplane,ISLESBORO,"(-1, 0]",BE-58  BARON,1,1,Other,7/25/05 0:00,Caused damage,2,BUSINESS,Maine,Landing Roll,None,False,False,"1 DEER RAN OUT FROM TREELINE AS A/C TOUCHED DOWN. IT PASSED UNDER L PROP, HIT L MAIN GEAR DOOR AND STRUT AND BUNCED UP INTO L FLAP. PILOT WAS ABLE TO SAFELY CONTROLL THE ROLLOUT. TREES ARE VERY CLOSE TO RWY. DEER ARE A KNOWN PROBLEM. ANOTHER A/C HIT A DEE",Large,Overcast,White-tailed deer,N,"14,759",0,0,No
235364,Airplane,BALTIMORE WASH INTL,"(-1, 0]",HAWKER 800,1,1,None,7/26/05 0:00,No damage,2,BUSINESS,Maryland,Take-off run,None,False,False,"ATIS WARNING. # STRUCK NOT REPTD, ASSUME 1.",Medium,No Cloud,Unknown bird - medium,Y,0,0,0,No
235494,Airplane,BISHOP INTL FLINT,"(50, 100]",DC-9-40,1,1,None,7/26/05 0:00,No damage,2,ABX AIR,Michigan,Approach,None,False,False,BIRDSTRIKE F/O'S WINDOW. NO DMG.,Medium,No Cloud,Unknown bird - medium,N,0,100,0,No
233195,Airplane,EPPLEY AIRFIELD,"(50, 100]",CL-RJ700,1,1,None,7/26/05 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Nebraska,Climb,None,False,False,,Small,Overcast,Unknown bird - small,N,0,100,0,No
232423,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(10, 30]",B-767-300,1,1,None,7/26/05 0:00,No damage,2,DELTA AIR LINES,Kentucky,Climb,None,False,False,,Small,No Cloud,Unknown bird - small,N,0,20,0,Yes
231816,Airplane,LAMBERT-ST LOUIS INTL,"(100, 200]",B-737-700,1,1,None,7/26/05 0:00,No damage,2,SOUTHWEST AIRLINES,Missouri,Approach,None,False,False,NEITHER PILOT SAW BIRD. MX CLEANED REMAINS.,Small,Some Cloud,Unknown bird - small,N,0,200,0,Yes
231214,Airplane,EPPLEY AIRFIELD,"(1000, 2000]",B-737-300,1,1,None,7/26/05 0:00,No damage,2,SOUTHWEST AIRLINES,Nebraska,Approach,None,False,False,NEVER SAW THE BIRD.,Small,No Cloud,Unknown bird - small,N,0,1200,0,Yes
229581,Airplane,SALT LAKE CITY INTL,"(-1, 0]",CL-RJ100/200,1,1,None,7/26/05 0:00,No damage,2,SKYWEST AIRLINES,Utah,Landing Roll,None,True,False,"PILOT REPTD STRIKE AT 1,000 FT MARKER. CARCASS FOUND ON TWY H-11 (BIRD REPTD AS MEADOWLARK, ASSUME WESTERN FROM LOCATION)",Small,Some Cloud,Western meadowlark,Y,0,0,0,No
230150,Airplane,LONG ISLAND MAC ARTHUR,"(-1, 0]",IAI-1124,1,1,None,7/26/05 0:00,No damage,2,BUSINESS,New York,Landing Roll,None,False,False,ATC CALLED ARFF . FOUND CARCASS. HIW LWR L LDG GEAR.,Small,No Cloud,Unknown bird - small,N,0,0,0,No
229580,Airplane,BISMARCK MUNICIPAL ARPT,"(-1, 0]",DC-9,1,1,None,7/26/05 0:00,No damage,2,NORTHWEST AIRLINES,North Dakota,Take-off run,None,False,False,ON /TO JUST PRIOR TO V1 WE HAD A BIRDSTRIKE TO F/O'S WINDOW. NO DMG. CLEANED.,Small,No Cloud,Unknown bird - small,N,0,0,0,No
232877,Airplane,SACRAMENTO INTL,"(400, 600]",B-737-300,1,1,None,7/27/05 0:00,No damage,2,SOUTHWEST AIRLINES,California,Climb,None,False,False,"HIT RT SIDE OF NOSE SHORTLY AFTER T/O. FOUND 8"" SMUDGE. NO DMG. BIRD ALSO HIT INBD SIDE OF #2 ENG. SIMILAR SMUDGE.",Medium,No Cloud,Unknown bird - medium,N,0,600,0,Yes
231065,Airplane,PHILADELPHIA INTL,"(-1, 0]",B-757-200,1,1,None,7/27/05 0:00,No damage,2,US AIRWAYS*,Pennsylvania,Take-off run,Fog,False,False,RWY 27 DID NOT GIVE L OR R. ID BY WS BIOL,Small,No Cloud,Red-winged blackbird,Y,0,0,0,Yes
237557,Airplane,SARASOTA-BRADENTON,"(-1, 0]",LOCKHEED C-130,1,1,None,7/27/05 0:00,No damage,4,GOVERNMENT,Florida,Take-off run,None,False,False,PILOT REPTS NO DMG. DOING TOUCH AND GO PRACTICE,Large,Some Cloud,Osprey,Y,0,0,0,No
229920,Airplane,SACRAMENTO INTL,"(200, 400]",B-737-300,1,1,None,7/27/05 0:00,No damage,2,SOUTHWEST AIRLINES,California,Approach,None,False,False,NACELLE. TIME OUT OF SVC 1/2 HR,Small,No Cloud,Unknown bird - small,Y,0,300,0,Yes
233470,Airplane,PORTLAND INTL (OR),"(2000, 3000]",B-737-300,1,1,None,7/27/05 0:00,No damage,2,SOUTHWEST AIRLINES,Oregon,Climb,None,False,False,HIT LWR RT OF R-1,Small,No Cloud,Unknown bird - small,N,0,3000,0,Yes
231920,Airplane,GERALD R FORD INTL,"(-1, 0]",CL-RJ100/200,1,1,None,7/27/05 0:00,No damage,2,COMAIR AIRLINES,Michigan,Landing Roll,None,True,False,,Small,Some Cloud,European starling,N,0,0,0,No
237707,Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",MD-80,1,1,None,7/27/05 0:00,No damage,2,AMERICAN AIRLINES,Texas,Take-off run,None,True,False,,Small,Overcast,American kestrel,Y,0,0,0,No
231130,Airplane,HATTIESBURG-LAUREL,"(600, 1000]",BE-400 BJET,1,1,Other,7/27/05 0:00,No damage,2,BUSINESS,Mississippi,Approach,None,True,True,SAW BIRD CROSSING RT TO LT. WE MADE AN ABRUPT RT TURN TO AVOID IMPACT ON WINDSHLD. BIRD HIT LE OF L WING. NO DMG. 1/2 MI N OF RWY 18. ID BY SMITHSONIAN. NO DNA FROM SAMPLE. ID BASED ON MICROSCOPIC ANALYSIS AND COCKPIT REMARKS.,Large,No Cloud,Bald eagle,N,0,800,0,No
233471,Airplane,PORT COLUMBUS INTL,"(600, 1000]",B-737-700,1,1,None,7/27/05 0:00,No damage,2,SOUTHWEST AIRLINES,Ohio,Climb,None,False,False,NO DMG,Small,No Cloud,Unknown bird - small,N,0,800,0,Yes
233012,Airplane,BLUE GRASS ARPT,"(-1, 0]",DC-9-30,1,1,None,7/27/05 0:00,No damage,2,NORTHWEST AIRLINES,Kentucky,Take-off run,None,False,False,,Small,Some Cloud,Unknown bird - small,N,0,0,0,No
235759,Airplane,MISSOULA INTL ARPT,"(0, 10]",C-177,1,1,None,7/27/05 0:00,Caused damage,1,PRIVATELY OWNED,Montana,Approach,None,False,False,"DENT FRONT OF WING. (BIRD REPTD AS RAVEN, ASSUME COMMON RAVEN FROM LOCATION)",Medium,No Cloud,Common raven,N,0,10,0,No
232072,Airplane,CENTRAL NEBRASKA REGIONAL,"(30, 50]",BE-1900,1,1,None,7/27/05 0:00,No damage,2,GREAT LAKES AIRLINES,Nebraska,Climb,None,True,False,PILOT NOTIFIED TWR ABOUT 5 MINS AFTER DEPTR. FOUND REMAINS (BARN SWALLOW?),Small,No Cloud,Barn swallow,N,0,50,0,No
227117,Airplane,CLARK INTL,"(-1, 0]",B-757-200,1,1,None,7/27/05 0:00,No damage,2,UPS AIRLINES,,Take-off run,Rain,False,False,RADOME. EVENT 6237,Small,Overcast,Unknown bird - small,N,0,0,0,Yes
233123,Airplane,LOUISVILLE INTL ARPT,"(2000, 3000]",B-757-200,1,1,None,7/27/05 0:00,No damage,2,UPS AIRLINES,Kentucky,Approach,None,False,False,BLOOD & GUTS ON WINDSHLD AFTR BIRD HIT ON MOUNT OF CAPT'S WIPER. 5 MILES W OF CARDINAL. ALT REPTD IN MSL. EVENT 6221,Small,No Cloud,Unknown bird - small,N,0,3000,0,Yes
229855,Airplane,LOUISVILLE INTL ARPT,"(50, 100]",C-550,1,1,None,7/28/05 0:00,No damage,2,BUSINESS,Kentucky,Climb,None,False,False,"ATIS WARNING. # STRUCK NOT REPTD, ASSUME 1.",Medium,No Cloud,Unknown bird - medium,Y,0,100,0,No
236409,Airplane,HOUSTON-HOBBY,"(30, 50]",B-737-300,1,1,None,7/28/05 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Approach,None,False,False,"NO DMG. CLEANED, INSPCTD & RETD TO SVC",Small,No Cloud,Unknown bird - small,N,0,50,0,Yes
236009,Airplane,NASHVILLE INTL,"(30, 50]",B-737-300,1,1,None,7/28/05 0:00,No damage,2,SOUTHWEST AIRLINES,Tennessee,Climb,None,False,False,NO DMG,Small,Some Cloud,Unknown bird - small,N,0,50,0,Yes
230851,Airplane,PEASE INTL TRADEPORT,"(-1, 0]",LEARJET-60,1,1,None,7/28/05 0:00,No damage,2,BUSINESS,New Hampshire,Landing Roll,None,True,False,INCREASED  BIRD ACTIVITY NOTED IN A/FD AND NOTAM ISSUED 7/28/95,Small,Some Cloud,Barn swallow,Y,0,0,0,No
